id,informacoes_das_colunas,categoria,explicacao,rouge,iteracao,technique_used
627565e5-1906-4239-80c3-23764b13fd6e,"NVT Name: Traceroute / Summary: Collect information about the network route and
  network distance between the scanner host and the target host. / Vulnerability Insight: For internal networks, the distances are usually
  small, often less than 4 hosts between scanner and target. For public targets the
  distance is greater and might be 10 hosts or more. / Impact: [ausente]",Informational,"The described vulnerability does not pose a significant threat to the system as it only provides network route information, which is diagnostic data. It does not allow unauthorized access or privilege escalation, and its impact on confidentiality, integrity, and availability is minimal.",1.0,1,progressive_hint
5df0dfca-ed89-4e31-af23-b51b57ab8ef6,"NVT Name: PHP < 5.5.32, 5.6.x < 5.6.18, 7.x < 7.0.3 Privilege Escalation Vulnerability - Linux / Summary: PHP is prone to a privilege escalation vulnerability. / Vulnerability Insight: An error occurs in the function stream_get_meta_data of the
  component File Upload. The manipulation as part of a Return Value leads to a privilege escalation
  vulnerability (Metadata). / Impact: Successfully exploitation will allow an attacker to update the
  'metadata' and affect on confidentiality, integrity, and availability.",High,"The vulnerability described is a privilege escalation issue in PHP, which allows an attacker to update the 'metadata' with potentially harmful effects on confidentiality, integrity, and availability. This vulnerability can be exploited remotely without requiring authentication, making it a significant threat.",1.0,1,progressive_hint
49540816-7a14-4314-aac3-27ce9052367d,"NVT Name: SSH Brute Force Logins With Default Credentials Reporting / Summary: It was possible to login into the remote SSH server using
  default credentials. / Vulnerability Insight: As the VT 'SSH Brute Force Logins With Default Credentials'
  (OID: 1.3.6.1.4.1.25623.1.0.108013) might run into a timeout the actual reporting of this
  vulnerability takes place in this VT instead. / Impact: This issue may be exploited by a remote attacker to e.g. gain
  access to sensitive information or modify system configuration.",Medium,"The vulnerability allows an unauthorized user to gain access to sensitive information or modify system configuration by exploiting default credentials for SSH. While it requires knowledge of default credentials, which might not always be the case, the potential impact is moderate and the attack vector is remote.",1.0,1,progressive_hint
aac4c5ac-20ee-443c-8e66-eb3c2c540ddb,"NVT Name: Apache HTTP Server Man-in-the-Middle Attack Vulnerability (Jul 2016) - Linux / Summary: Apache HTTP Server is prone to a man-in-the-middle attack vulnerability. / Vulnerability Insight: The flaw is due to 'CGI Servlet' does not
  protect applications from the presence of untrusted client data in the
  'HTTP_PROXY' environment variable. / Impact: Successful exploitation will allow remote
  attackers to redirect an application's outbound HTTP traffic to an arbitrary
  proxy server via a crafted proxy header in an HTTP request.",Medium,"The vulnerability allows a remote attacker to redirect an application's outbound HTTP traffic to an arbitrary proxy server via a crafted proxy header in an HTTP request. This could potentially lead to data leakage or man-in-the-middle attacks, which is considered a moderate impact and partial unauthorized access possible. The attack requires the presence of a specific crafted proxy header in an HTTP request, but it does not seem to require any privileged access or complex conditions.",1.0,1,progressive_hint
d6329559-992a-468e-87cf-1fac71a670de,NVT Name: PHP Heap Use-After-Free Vulnerability (Sep 2019) - Linux / Summary: PHP is prone to a heap-based use-after-free vulnerability. / Vulnerability Insight: PHP is prone to a heap use-after-free in pcrelib (cmb). / Impact: [ausente],Medium,"The PHP Heap Use-After-Free Vulnerability (Sep 2019) can potentially lead to unauthorized access or data manipulation due to memory corruption. Although the impact is not clearly defined in the provided information, it falls under the medium severity level as it requires some level of complexity and partial unauthorized access is possible.",1.0,1,progressive_hint
02731560-68b7-4b79-9b2e-f30d5111d83f,"NVT Name: PHP < 5.4.40, 5.5.x < 5.5.24, 5.6.x < 5.6.8 Multiple Vulnerabilities - Linux / Summary: PHP is prone to multiple vulnerabilities. / Vulnerability Insight: The following flaws exist:

  - Multiple stack-based buffer overflows in the 'phar_set_inode' function in phar_internal.h script
  in PHP.

  - Vulnerabilities in 'phar_parse_metadata' and 'phar_parse_pharfile' functions in ext/phar/phar.c
  script in PHP.

  - A NULL pointer dereference flaw in the 'build_tablename' function in 'ext/pgsql/pgsql.c' script
  that is triggered when handling NULL return values for 'token' / Impact: Successfully exploiting these issues allow remote attackers to
  cause a denial of service, to obtain sensitive information from process memory and to execute
  arbitrary code via crafted dimensions.",High,"The multiple buffer overflows and NULL pointer dereference flaws in PHP can lead to remote attackers causing a denial of service, obtaining sensitive information from process memory, and executing arbitrary code via crafted dimensions. This implies significant impact, remotely exploitable, and privilege escalation, making it a high severity vulnerability.",1.0,1,progressive_hint
81872fcd-d12e-4fd0-8fdf-64beebb6f268,"NVT Name: Oracle MySQL Server <= 5.5.51 Security Update (cpuoct2016) - Linux / Summary: Oracle MySQL Server is prone to an unspecified vulnerability. / Vulnerability Insight: The flaw exists due to an unspecified error within the
  'Server:DML' component. / Impact: Successful exploitation of this vulnerability will allow a
  remote authenticated user to cause denial of service conditions.",Medium,"The vulnerability is located in the 'Server:DML' component of Oracle MySQL Server, which could lead to a Denial of Service condition upon successful exploitation. Although the exact nature of the flaw remains unspecified, it requires remote authenticated access, indicating a moderate impact on system availability. Therefore, the severity level is classified as Medium.",1.0,1,progressive_hint
48a34e59-fbd9-4698-b18c-80ff4df2b7a0,"NVT Name: Database Open Access Information Disclosure Vulnerability / Summary: Various Database server might be prone to an information
  disclosure vulnerability if accessible to remote systems. / Vulnerability Insight: The remote database server is not restricting direct access from
  remote systems. / Impact: Successful exploitation could allow an attacker to obtain
  sensitive information from the database.",Medium,"The vulnerability allows an unauthorized attacker to potentially access sensitive information from a database, which could lead to data breaches or unauthorized system access. Although remote access is possible, it requires direct access to the database server, suggesting some level of network security measures are in place, making the exploitation more complex compared to high severity vulnerabilities. However, the potential impact on confidentiality and integrity is moderate, hence the classification as Medium severity.",1.0,1,progressive_hint
7de117fc-7093-4fc5-ac5f-bd726d0a18ff,"NVT Name: Traceroute / Summary: Collect information about the network route and
  network distance between the scanner host and the target host. / Vulnerability Insight: For internal networks, the distances are usually
  small, often less than 4 hosts between scanner and target. For public targets the
  distance is greater and might be 10 hosts or more. / Impact: [ausente]",Informational,"The described vulnerability pertains to a network utility (Traceroute) that provides diagnostic data about the network route between hosts. This information is not inherently harmful and does not pose a significant threat to confidentiality, integrity, or availability. It can be used for network troubleshooting purposes but does not provide an attack vector for malicious activities. Therefore, it falls under the Informational severity level according to the CVSSv3 taxonomy.",1.0,1,progressive_hint
b7f4687d-3f57-445e-afcb-7afad43c2a4f,"NVT Name: PHP < 7.4.28, 8.0.x < 8.0.16, 8.1.x < 8.1.3 Security Update (Feb 2022) - Linux / Summary: PHP released new versions which include a security fix. / Vulnerability Insight: Fix #81708: UAF due to php_filter_float() failing for ints. / Impact: [ausente]",Medium,"The vulnerability is a Use-After-Free (UAF) issue due to php_filter_float() failing for integers. This could potentially lead to arbitrary code execution or memory corruption, which falls under medium severity as it involves partial unauthorized access and requires some level of technical expertise to exploit. However, the exact impact is not specified in the provided information, hence a more detailed analysis might be necessary to fully assess the potential damage.",1.0,1,progressive_hint
a7f30457-329c-4fa9-9eab-ae3ad3397ec0,NVT Name: IP Forwarding Enabled - Active Check / Summary: Checks if the remote host has IP forwarding enabled. / Vulnerability Insight: [ausente] / Impact: [ausente],Informational,"The vulnerability described enables IP forwarding on a remote host, which is not inherently harmful as it is a common network configuration option. However, if misconfigured or exploited, it could potentially be used for various malicious activities such as routing attacks or man-in-the-middle attacks. Nevertheless, the vulnerability itself does not pose a significant threat to confidentiality, integrity, or availability, making it an informational issue.",1.0,1,progressive_hint
9646f65c-0637-4011-b089-1bf25c324dd2,"NVT Name: Web Application Scanning Consolidation / Info Reporting / Summary: The script consolidates and reports various information for web
  application (formerly called 'CGI') scanning.

  This information is based on the following scripts / settings:

  - HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)

  - No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)

  - Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)

  - Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)

  - The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use

  - The configured 'Enable CGI scanning', 'Enable generic web application scanning' and
  'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the
  'Global variable settings' of the scan config in use

  If you think any of this information is wrong please report it to the referenced community
  forum. / Vulnerability Insight: [ausente] / Impact: [ausente]",Low,"The described script consolidates and reports various web application scanning information, which is typically used for security testing purposes. While some settings may not follow best practices (e.g., no 404 check), they do not directly lead to a vulnerability that can be exploited by an attacker. The potential impact on confidentiality, integrity, and availability appears limited due to the need for specific configurations and conditions.",1.0,1,progressive_hint
03706f83-3539-43b5-a8ec-091dd9bb8df0,"NVT Name: PHP 5.4.x < 5.4.27, 5.5.x < 5.5.12 Privilege Escalation Vulnerability / Summary: PHP is prone to a privilege escalation vulnerability. / Vulnerability Insight: An error in 'sapi/fpm/fpm/fpm_unix.c' within FastCGI Process
  Manager allows setting insecure permissions for a unix socket. / Impact: Successful exploitation will allow remote attackers to gain
  access to the socket and gain elevated privileges.",High,"The vulnerability allows remote attackers to gain elevated privileges, which is a significant impact. It involves privilege escalation and requires no complex conditions or authentication, making it remotely exploitable. Therefore, it falls under the 'High' severity level in the CVSSv3 taxonomy.",1.0,1,progressive_hint
02ac6610-f9b1-4044-976f-da6344e2f4ad,"NVT Name: HTTP Security Headers Detection / Summary: All known security headers are being checked on the remote web
  server.

  On completion a report will hand back whether a specific security header has been implemented
  (including its value and if it is deprecated) or is missing on the target. / Vulnerability Insight: [ausente] / Impact: [ausente]",Informational,"The vulnerability is related to missing or improper implementation of security headers in a web server configuration. This does not directly pose an immediate threat, but it can lead to potential security issues if exploited. However, the provided information suggests that all known security headers are being checked and their status (implemented or missing) is being reported. Therefore, this vulnerability is classified as Informational.",1.0,1,progressive_hint
0c7e88c1-d244-48a1-8473-ff8f825023c3,"NVT Name: Redis < 5.0.14, 6.0.x < 6.0.16, 6.1.x < 6.2.6 Multiple Vulnerabilities / Summary: Redis is prone to multiple vulnerabilities. / Vulnerability Insight: The following vulnerabilities exist:

  - CVE-2021-32628: Integer overflow in the ziplist data structure

  - CVE-2021-32675: Denial of Service (DoS)

  - CVE-2021-32687: Integer overflow in intsets

  - CVE-2021-32762: Integer overflow in redis-cli and redis-sentinel

  - CVE-2021-41099: Integer overflow in the underlying string library / Impact: [ausente]",High,"Multiple integer overflow vulnerabilities exist, which can lead to unintended behavior and potential exploitation. The impact could be significant as these vulnerabilities affect Redis's core data structures (ziplist, intsets, string library) and client tools (redis-cli, redis-sentinel). Although the exact impact is not specified in the provided information, the presence of multiple high-severity vulnerabilities indicates a potential for remote code execution or privilege escalation.",1.0,1,progressive_hint
a39802f7-9d3c-4e40-b0e7-5bd6edc99767,"NVT Name: OpenSSH < 7.3 DoS and User Enumeration Vulnerabilities - Linux / Summary: OpenSSH is prone to denial of service (DoS) and user enumeration
  vulnerabilities. / Vulnerability Insight: Multiple flaws exist due to:

  - The auth_password function in 'auth-passwd.c' script does not limit password lengths for
  password authentication.

  - The sshd in OpenSSH, when SHA256 or SHA512 are used for user password hashing uses BLOWFISH
  hashing on a static password when the username does not exist and it takes much longer to
  calculate SHA256/SHA512 hash than BLOWFISH hash. / Impact: Successfully exploiting this issue allows remote attackers to
  cause a denial of service (crypt CPU consumption) and to enumerate users by leveraging the timing
  difference between responses when a large password is provided.",Medium,"The vulnerability allows remote attackers to cause a denial of service (DoS) and potentially enumerate users by leveraging timing differences in response times. While it does not result in complete system compromise, it can impact availability significantly enough to be classified as medium severity.",1.0,1,progressive_hint
d01340f8-a244-4bdc-8a1e-0ada6e338bea,"NVT Name: Web Application Scanning Consolidation / Info Reporting / Summary: The script consolidates and reports various information for web
  application (formerly called 'CGI') scanning.

  This information is based on the following scripts / settings:

  - HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)

  - No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)

  - Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)

  - Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)

  - The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use

  - The configured 'Enable CGI scanning', 'Enable generic web application scanning' and
  'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the
  'Global variable settings' of the scan config in use

  If you think any of this information is wrong please report it to the referenced community
  forum. / Vulnerability Insight: [ausente] / Impact: [ausente]",Low,"The described script consolidates various web application scanning information, which is diagnostic data and does not inherently pose a direct security risk. However, some settings like 'No 404 check', 'Web mirroring / webmirror.nasl', and 'Directory Scanner' could potentially be exploited for information disclosure or reconnaissance purposes if misconfigured. Yet, the complexity and privileges required to leverage these settings suggest a low severity level.",1.0,1,progressive_hint
58523e53-a063-4ecd-8bae-ddd7b2b8d710,"NVT Name: CPE Inventory / Summary: This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE. / Vulnerability Insight: [ausente] / Impact: [ausente]",Informational,"The described vulnerability pertains to duplicate or outdated CPE entries in the NVD CPE Dictionary, which does not pose a direct security threat. It is more of an informational issue that may lead to confusion when interpreting vulnerability data.",1.0,1,progressive_hint
8b669742-ed4a-4bf0-b5b6-f83330ea92e4,"NVT Name: Samba Information Disclosure Vulnerability (CVE-2020-14318) / Summary: Samba is prone to an information disclosure vulnerability. / Vulnerability Insight: Systems where Windows ACL permissions are more restrictive than native
  filesystem permissions can be made to leak file name information to unprivileged accounts. / Impact: [ausente]",Medium,"The vulnerability allows unprivileged accounts to gain access to file name information, which could potentially be used for further exploitation. However, it requires specific conditions (Windows ACL permissions being more restrictive than native filesystem permissions) and does not seem to pose an immediate threat to the system's availability or integrity.",1.0,1,progressive_hint
455f6ee8-7eb4-4893-b285-4b82ecac9d4b,"NVT Name: SSL/TLS: Collect and Report Certificate Details / Summary: This script collects and reports the details of all SSL/TLS
  certificates.

  This data will be used by other tests to verify server certificates. / Vulnerability Insight: [ausente] / Impact: [ausente]",Informational,"The described script collects and reports SSL/TLS certificate details, which is diagnostic data. It does not seem to have a direct impact on confidentiality, integrity, or availability. The script itself appears to be harmless and serves as a tool for other tests to verify server certificates.",1.0,1,progressive_hint
eedfa0fe-c2c5-496b-b115-fa27f86df18f,"NVT Name: PHP 5.4.x < 5.4.32, 5.5.x < 5.5.15 Multiple Vulnerabilities (Aug 2014) / Summary: PHP is prone to multiple vulnerabilities. / Vulnerability Insight: The following flaws exist:

  - CVE-2014-3597: Multiple overflow conditions in the 'php_parserr' function within
  ext/standard/dns.c script.

  - CVE-2014-3587: Integer overflow in the 'cdf_read_property_info' function in cdf.c within the
  Fileinfo component.

  - CVE-2014-5120: An error in the '_php_image_output_ctx' function within ext/gd/gd_ctx.c script as
  NULL bytes in paths to various image handling functions are not stripped. / Impact: Successful exploitation will allow remote attackers to
  overwrite arbitrary files, conduct denial of service attacks or potentially execute arbitrary
  code.",High,"The described vulnerabilities (CVE-2014-3597, CVE-2014-3587, and CVE-2014-5120) allow for remote attackers to overwrite arbitrary files, conduct denial of service attacks, or potentially execute arbitrary code. This poses a significant impact on the system's confidentiality, integrity, and availability. The required privileges are relatively low as an attacker only needs network access to exploit these vulnerabilities.",1.0,1,progressive_hint
109cc9b3-a08a-422c-846f-438ed105813b,"NVT Name: SSL/TLS: Deprecated TLSv1.0 and TLSv1.1 Protocol Detection / Summary: It was possible to detect the usage of the deprecated TLSv1.0
  and/or TLSv1.1 protocol on this system. / Vulnerability Insight: The TLSv1.0 and TLSv1.1 protocols contain known cryptographic
  flaws like:

  - CVE-2011-3389: Browser Exploit Against SSL/TLS (BEAST)

  - CVE-2015-0204: Factoring Attack on RSA-EXPORT Keys Padding Oracle On Downgraded Legacy
  Encryption (FREAK) / Impact: An attacker might be able to use the known cryptographic flaws to
  eavesdrop the connection between clients and the service to get access to sensitive data
  transferred within the secured connection.

  Furthermore newly uncovered vulnerabilities in this protocols won't receive security updates
  anymore.",Medium,"The vulnerability lies in the usage of deprecated TLSv1.0 and TLSv1.1 protocols, which contain known cryptographic flaws like CVE-2011-3389 (BEAST) and CVE-2015-0204 (FREAK). These flaws can potentially allow an attacker to eavesdrop on connections between clients and the service, compromising sensitive data. Although the attack vector requires some complexity and partial unauthorized access is possible, the potential impact on confidentiality is significant. The fact that these protocols won't receive security updates anymore also contributes to the medium severity level.",1.0,1,progressive_hint
15c75091-7cad-49f8-920d-a73c7629d770,NVT Name: Ruby Detection Consolidation / Summary: Consolidation of Ruby detections. / Vulnerability Insight: [ausente] / Impact: [ausente],Unknown,"The provided information lacks sufficient details to accurately assess the severity level of the vulnerability. The NVT name suggests it might be related to Ruby detections, but without understanding the specific nature of the consolidation, impact, or root cause, a precise classification cannot be made.",1.0,1,progressive_hint
a97d3886-3b7d-4c66-890a-d2e190b0d237,"NVT Name: OpenBSD OpenSSH 6.8p1 - 9.9p1 MitM Vulnerability / Summary: OpenBSD OpenSSH is prone to a man-in-the-middle (MitM)
  vulnerability. / Vulnerability Insight: ssh(1) in OpenSSH contained a logic error that allowed an
  on-path attacker (a.k.a MITM) to impersonate any server when the VerifyHostKeyDNS option is
  enabled. This option is off by default. / Impact: [ausente]",Medium,"The vulnerability allows a man-in-the-middle attacker to impersonate any server when the VerifyHostKeyDNS option is enabled. This could potentially lead to unauthorized access and data manipulation, making it a moderate impact issue. However, since the VerifyHostKeyDNS option is off by default, the actual risk might be lower in practice.",1.0,1,progressive_hint
127d12c8-3c58-41c0-b474-362aed7f8abf,"NVT Name: PHP < 8.1.30, 8.2.x < 8.2.24, 8.3.x < 8.3.12 Multiple Vulnerabilities - Linux / Summary: PHP is prone to multiple vulnerabilities. / Vulnerability Insight: The following vulnerabilities exist:

  - CVE-2024-8925, CVE-2024-8928: Erroneous parsing of multipart form data

  - CVE-2024-8926: Bypass of CVE-2024-4577, Parameter Injection Vulnerability

  - CVE-2024-8927: cgi.force_redirect configuration is bypassable due to the environment variable
  collision

  - CVE-2024-9026: Logs from children may be altered / Impact: [ausente]",High,"The PHP vulnerabilities CVE-2024-8925, CVE-2024-8928, and CVE-2024-9026 have potential for significant impact due to their ability to allow remote code execution (RCE) or bypassing security configurations. Additionally, CVE-2024-8926 involves parameter injection vulnerability which can lead to unauthorized access. The hint provided also suggests a high severity level.",1.0,1,progressive_hint
247330e1-bc87-4cb9-a889-dda4f6846240,"NVT Name: Apache HTTP Server 2.4.0 - 2.4.55 HTTP Request Smuggling Vulnerability - Linux / Summary: Apache HTTP Server is prone to a HTTP request smuggling
  vulnerability. / Vulnerability Insight: Some mod_proxy configurations allow a HTTP Request Smuggling
  attack.

  Configurations are affected when mod_proxy is enabled along with some form of RewriteRule or
  ProxyPassMatch in which a non-specific pattern matches some portion of the user-supplied
  request-target (URL) data and is then re-inserted into the proxied request-target using variable
  substitution. / Impact: Request splitting/smuggling could result in bypass of access
  controls in the proxy server, proxying unintended URLs to existing origin servers, and cache
  poisoning.",Medium,"The Apache HTTP Server's HTTP Request Smuggling vulnerability allows for request splitting/smuggling, which could result in bypassing access controls, proxying unintended URLs to existing origin servers, and cache poisoning. Although the impact is moderate, it requires specific configurations with mod_proxy, RewriteRule, or ProxyPassMatch, making it partially exploitable.",1.0,1,progressive_hint
7741889c-4673-4967-bb25-df4eadcf0df3,"NVT Name: Apache HTTP Server 2.4.0 - 2.4.40 Multiple Vulnerabilities - Linux / Summary: Apache HTTP Server is prone to multiple vulnerabilities. / Vulnerability Insight: Apache HTTP server is prone to multiple vulnerabilities:

  - A limited cross-site scripting issue affecting the mod_proxy error page. An attacker
  could cause the link on the error page to be malformed and instead point to a page of
  their choice. This would be exploitable where a server was set up with proxying enabled
  but was misconfigured in such a way that the Proxy Error page was displayed. (CVE-2019-10092)

  - Redirects configured with mod_rewrite that were intended to be self referential
  might be fooled by encoded newlines and redirect instead to an unexpected URL within
  the request URL. (CVE-2019-10098) / Impact: [ausente]",Medium,"The described vulnerabilities allow an attacker to manipulate error pages or redirects, potentially leading to phishing attacks or information disclosure. While they do not directly result in a complete system takeover, they can still impact the integrity and confidentiality of data if exploited on misconfigured servers with proxying enabled. The required conditions for exploitation suggest a medium level of severity.",1.0,1,progressive_hint
58c33eb0-59d7-4784-a4e1-ebc0bed3710f,"NVT Name: PHP < 5.5.31, 5.6.x < 5.6.17, 7.x < 7.0.2 Out of Bounds Read Memory Corruption Vulnerability (Mar 2016) - Linux / Summary: PHP is prone to an out-of-bounds read memory corruption
  vulnerability. / Vulnerability Insight: A memory corruption vulnerability occurs via a large
  'bgd_color' argument to the 'imagerotate' function in 'ext/gd/libgd/gd_interpolation.c' script. / Impact: Successfully exploiting this issue allow remote attackers to
  obtain sensitive information or cause a denial-of-service condition.",High,"The vulnerability is an out-of-bounds read memory corruption, which allows remote attackers to obtain sensitive information or cause a denial-of-service condition. This issue can be exploited remotely and does not require authentication, making it a high severity vulnerability.",1.0,1,progressive_hint
